,0,Accident_ID
91,Significant_Damage_And_Serious_Injuries,461
92,Minor_Damage_And_Injuries,469
93,Minor_Damage_And_Injuries,470
94,Minor_Damage_And_Injuries,481
95,Significant_Damage_And_Fatalities,483
96,Significant_Damage_And_Serious_Injuries,490
97,Significant_Damage_And_Serious_Injuries,491
98,Highly_Fatal_And_Damaging,494
99,Significant_Damage_And_Serious_Injuries,495
100,Highly_Fatal_And_Damaging,497
101,Minor_Damage_And_Injuries,504
102,Highly_Fatal_And_Damaging,509
103,Minor_Damage_And_Injuries,511
104,Highly_Fatal_And_Damaging,513
105,Significant_Damage_And_Serious_Injuries,514
106,Minor_Damage_And_Injuries,518
107,Significant_Damage_And_Serious_Injuries,520
108,Significant_Damage_And_Fatalities,526
109,Minor_Damage_And_Injuries,529
110,Significant_Damage_And_Serious_Injuries,530
111,Minor_Damage_And_Injuries,532
112,Highly_Fatal_And_Damaging,536
113,Minor_Damage_And_Injuries,543
114,Highly_Fatal_And_Damaging,553
115,Significant_Damage_And_Serious_Injuries,559
116,Significant_Damage_And_Fatalities,561
117,Highly_Fatal_And_Damaging,563
118,Highly_Fatal_And_Damaging,566
119,Significant_Damage_And_Serious_Injuries,593
120,Significant_Damage_And_Serious_Injuries,595
121,Minor_Damage_And_Injuries,597
122,Significant_Damage_And_Serious_Injuries,602
123,Highly_Fatal_And_Damaging,604
124,Highly_Fatal_And_Damaging,615
125,Highly_Fatal_And_Damaging,617
126,Minor_Damage_And_Injuries,618
127,Significant_Damage_And_Fatalities,622
128,Significant_Damage_And_Serious_Injuries,626
129,Minor_Damage_And_Injuries,633
130,Highly_Fatal_And_Damaging,636
131,Significant_Damage_And_Serious_Injuries,642
132,Significant_Damage_And_Serious_Injuries,648
133,Highly_Fatal_And_Damaging,651
134,Highly_Fatal_And_Damaging,653
135,Significant_Damage_And_Serious_Injuries,658
136,Minor_Damage_And_Injuries,659
137,Significant_Damage_And_Serious_Injuries,660
138,Significant_Damage_And_Serious_Injuries,662
139,Significant_Damage_And_Serious_Injuries,665
140,Minor_Damage_And_Injuries,674
141,Significant_Damage_And_Fatalities,676
142,Significant_Damage_And_Fatalities,682
143,Minor_Damage_And_Injuries,686
144,Highly_Fatal_And_Damaging,687
145,Minor_Damage_And_Injuries,692
146,Significant_Damage_And_Serious_Injuries,699
147,Significant_Damage_And_Serious_Injuries,703
148,Significant_Damage_And_Fatalities,706
149,Significant_Damage_And_Fatalities,708
150,Minor_Damage_And_Injuries,714
151,Minor_Damage_And_Injuries,719
152,Significant_Damage_And_Fatalities,721
153,Significant_Damage_And_Serious_Injuries,725
154,Significant_Damage_And_Serious_Injuries,728
155,Significant_Damage_And_Serious_Injuries,733
156,Highly_Fatal_And_Damaging,735
157,Significant_Damage_And_Serious_Injuries,736
158,Significant_Damage_And_Serious_Injuries,745
159,Minor_Damage_And_Injuries,762
160,Significant_Damage_And_Fatalities,768
161,Highly_Fatal_And_Damaging,773
162,Significant_Damage_And_Fatalities,777
163,Minor_Damage_And_Injuries,781
164,Significant_Damage_And_Serious_Injuries,782
165,Minor_Damage_And_Injuries,797
166,Significant_Damage_And_Serious_Injuries,801
167,Highly_Fatal_And_Damaging,815
168,Highly_Fatal_And_Damaging,818
169,Minor_Damage_And_Injuries,824
170,Significant_Damage_And_Serious_Injuries,832
171,Minor_Damage_And_Injuries,834
172,Significant_Damage_And_Serious_Injuries,842
173,Significant_Damage_And_Serious_Injuries,850
174,Minor_Damage_And_Injuries,855
175,Highly_Fatal_And_Damaging,860
176,Highly_Fatal_And_Damaging,865
177,Significant_Damage_And_Serious_Injuries,867
178,Minor_Damage_And_Injuries,868
179,Highly_Fatal_And_Damaging,873
180,Highly_Fatal_And_Damaging,876
181,Minor_Damage_And_Injuries,882
182,Highly_Fatal_And_Damaging,886
183,Significant_Damage_And_Serious_Injuries,887
184,Minor_Damage_And_Injuries,888
185,Highly_Fatal_And_Damaging,889
186,Significant_Damage_And_Fatalities,898
187,Highly_Fatal_And_Damaging,902
188,Highly_Fatal_And_Damaging,908
189,Highly_Fatal_And_Damaging,909
190,Significant_Damage_And_Serious_Injuries,914
191,Minor_Damage_And_Injuries,927
192,Significant_Damage_And_Fatalities,940
193,Significant_Damage_And_Fatalities,944
194,Highly_Fatal_And_Damaging,950
195,Highly_Fatal_And_Damaging,951
196,Significant_Damage_And_Fatalities,953
197,Significant_Damage_And_Serious_Injuries,956
198,Minor_Damage_And_Injuries,967
199,Minor_Damage_And_Injuries,977
200,Minor_Damage_And_Injuries,978
201,Significant_Damage_And_Serious_Injuries,979
202,Minor_Damage_And_Injuries,982
203,Minor_Damage_And_Injuries,989
204,Significant_Damage_And_Serious_Injuries,990
205,Highly_Fatal_And_Damaging,999
206,Significant_Damage_And_Fatalities,1005
207,Highly_Fatal_And_Damaging,1011
208,Minor_Damage_And_Injuries,1013
209,Highly_Fatal_And_Damaging,1015
210,Highly_Fatal_And_Damaging,1018
211,Highly_Fatal_And_Damaging,1021
212,Minor_Damage_And_Injuries,1022
213,Highly_Fatal_And_Damaging,1024
214,Minor_Damage_And_Injuries,1025
215,Highly_Fatal_And_Damaging,1031
216,Significant_Damage_And_Serious_Injuries,1036
217,Minor_Damage_And_Injuries,1048
218,Minor_Damage_And_Injuries,1050
219,Significant_Damage_And_Fatalities,1055
220,Highly_Fatal_And_Damaging,1057
221,Minor_Damage_And_Injuries,1072
222,Minor_Damage_And_Injuries,1075
223,Highly_Fatal_And_Damaging,1082
224,Significant_Damage_And_Serious_Injuries,1102
225,Significant_Damage_And_Serious_Injuries,1103
226,Minor_Damage_And_Injuries,1109
227,Highly_Fatal_And_Damaging,1114
228,Significant_Damage_And_Serious_Injuries,1116
229,Highly_Fatal_And_Damaging,1123
230,Significant_Damage_And_Fatalities,1127
231,Significant_Damage_And_Serious_Injuries,1135
232,Highly_Fatal_And_Damaging,1143
233,Significant_Damage_And_Serious_Injuries,1144
234,Highly_Fatal_And_Damaging,1147
235,Significant_Damage_And_Fatalities,1149
236,Highly_Fatal_And_Damaging,1155
237,Significant_Damage_And_Serious_Injuries,1158
238,Highly_Fatal_And_Damaging,1160
239,Significant_Damage_And_Fatalities,1164
240,Significant_Damage_And_Serious_Injuries,1170
241,Minor_Damage_And_Injuries,1175
242,Highly_Fatal_And_Damaging,1179
243,Significant_Damage_And_Serious_Injuries,1186
244,Highly_Fatal_And_Damaging,1193
245,Significant_Damage_And_Serious_Injuries,1197
246,Significant_Damage_And_Serious_Injuries,1198
247,Minor_Damage_And_Injuries,1207
248,Significant_Damage_And_Fatalities,1213
249,Highly_Fatal_And_Damaging,1217
250,Minor_Damage_And_Injuries,1226
251,Significant_Damage_And_Serious_Injuries,1227
252,Minor_Damage_And_Injuries,1234
253,Minor_Damage_And_Injuries,1238
254,Significant_Damage_And_Serious_Injuries,1240
255,Significant_Damage_And_Serious_Injuries,1242
256,Minor_Damage_And_Injuries,1250
257,Highly_Fatal_And_Damaging,1251
258,Significant_Damage_And_Serious_Injuries,1256
259,Minor_Damage_And_Injuries,1258
260,Minor_Damage_And_Injuries,1269
261,Minor_Damage_And_Injuries,1270
262,Significant_Damage_And_Serious_Injuries,1271
263,Significant_Damage_And_Fatalities,1272
264,Minor_Damage_And_Injuries,1279
265,Significant_Damage_And_Serious_Injuries,1282
266,Highly_Fatal_And_Damaging,1284
267,Significant_Damage_And_Fatalities,1285
268,Minor_Damage_And_Injuries,1286
269,Minor_Damage_And_Injuries,1294
270,Minor_Damage_And_Injuries,1305
271,Highly_Fatal_And_Damaging,1310
272,Minor_Damage_And_Injuries,1312
273,Significant_Damage_And_Serious_Injuries,1325
274,Minor_Damage_And_Injuries,1333
275,Highly_Fatal_And_Damaging,1343
276,Significant_Damage_And_Fatalities,1347
277,Minor_Damage_And_Injuries,1348
278,Significant_Damage_And_Fatalities,1350
279,Minor_Damage_And_Injuries,1355
280,Highly_Fatal_And_Damaging,1357
281,Minor_Damage_And_Injuries,1371
282,Minor_Damage_And_Injuries,1378
283,Minor_Damage_And_Injuries,1393
284,Minor_Damage_And_Injuries,1398
285,Significant_Damage_And_Fatalities,1405
286,Minor_Damage_And_Injuries,1406
287,Minor_Damage_And_Injuries,1407
288,Significant_Damage_And_Fatalities,1421
289,Minor_Damage_And_Injuries,1431
290,Minor_Damage_And_Injuries,1432
291,Minor_Damage_And_Injuries,1437
292,Highly_Fatal_And_Damaging,1439
293,Minor_Damage_And_Injuries,1440
294,Highly_Fatal_And_Damaging,1441
295,Significant_Damage_And_Serious_Injuries,1442
296,Minor_Damage_And_Injuries,1448
297,Minor_Damage_And_Injuries,1450
298,Minor_Damage_And_Injuries,1453
299,Highly_Fatal_And_Damaging,1454
300,Significant_Damage_And_Serious_Injuries,1460
301,Highly_Fatal_And_Damaging,1461
302,Significant_Damage_And_Serious_Injuries,1473
303,Minor_Damage_And_Injuries,1481
304,Significant_Damage_And_Fatalities,1488
305,Significant_Damage_And_Fatalities,1499
306,Significant_Damage_And_Serious_Injuries,1502
307,Highly_Fatal_And_Damaging,1505
308,Significant_Damage_And_Serious_Injuries,1511
309,Significant_Damage_And_Serious_Injuries,1516
310,Highly_Fatal_And_Damaging,1523
311,Highly_Fatal_And_Damaging,1527
312,Highly_Fatal_And_Damaging,1560
313,Minor_Damage_And_Injuries,1566
314,Highly_Fatal_And_Damaging,1567
315,Highly_Fatal_And_Damaging,1568
316,Significant_Damage_And_Fatalities,1569
317,Highly_Fatal_And_Damaging,1570
318,Minor_Damage_And_Injuries,1576
319,Significant_Damage_And_Serious_Injuries,1589
320,Minor_Damage_And_Injuries,1592
321,Highly_Fatal_And_Damaging,1598
322,Highly_Fatal_And_Damaging,1599
323,Highly_Fatal_And_Damaging,1600
324,Highly_Fatal_And_Damaging,1607
325,Significant_Damage_And_Serious_Injuries,1608
326,Significant_Damage_And_Serious_Injuries,1611
327,Significant_Damage_And_Fatalities,1613
328,Significant_Damage_And_Fatalities,1623
329,Significant_Damage_And_Fatalities,1647
330,Significant_Damage_And_Serious_Injuries,1649
331,Highly_Fatal_And_Damaging,1658
332,Highly_Fatal_And_Damaging,1662
333,Significant_Damage_And_Serious_Injuries,1668
334,Significant_Damage_And_Serious_Injuries,1676
335,Minor_Damage_And_Injuries,1678
336,Highly_Fatal_And_Damaging,1682
337,Significant_Damage_And_Fatalities,1690
338,Significant_Damage_And_Fatalities,1701
339,Minor_Damage_And_Injuries,1710
340,Minor_Damage_And_Injuries,1723
341,Minor_Damage_And_Injuries,1725
342,Highly_Fatal_And_Damaging,1747
343,Significant_Damage_And_Serious_Injuries,1748
344,Highly_Fatal_And_Damaging,1754
345,Highly_Fatal_And_Damaging,1756
346,Minor_Damage_And_Injuries,1757
347,Minor_Damage_And_Injuries,1770
348,Significant_Damage_And_Serious_Injuries,1774
349,Significant_Damage_And_Serious_Injuries,1776
350,Highly_Fatal_And_Damaging,1789
351,Significant_Damage_And_Fatalities,1794
352,Highly_Fatal_And_Damaging,1804
353,Minor_Damage_And_Injuries,1806
354,Minor_Damage_And_Injuries,1807
355,Significant_Damage_And_Serious_Injuries,1811
356,Minor_Damage_And_Injuries,1814
357,Highly_Fatal_And_Damaging,1826
358,Highly_Fatal_And_Damaging,1832
359,Minor_Damage_And_Injuries,1835
360,Significant_Damage_And_Fatalities,1839
361,Significant_Damage_And_Fatalities,1840
362,Significant_Damage_And_Serious_Injuries,1848
363,Significant_Damage_And_Fatalities,1849
364,Minor_Damage_And_Injuries,1850
365,Significant_Damage_And_Fatalities,1854
366,Significant_Damage_And_Fatalities,1861
367,Minor_Damage_And_Injuries,1866
368,Significant_Damage_And_Serious_Injuries,1868
369,Significant_Damage_And_Serious_Injuries,1872
370,Minor_Damage_And_Injuries,1875
371,Significant_Damage_And_Fatalities,1877
372,Significant_Damage_And_Fatalities,1879
373,Significant_Damage_And_Serious_Injuries,1880
374,Minor_Damage_And_Injuries,1892
375,Highly_Fatal_And_Damaging,1896
376,Significant_Damage_And_Fatalities,1898
377,Highly_Fatal_And_Damaging,1899
378,Significant_Damage_And_Serious_Injuries,1903
379,Minor_Damage_And_Injuries,1909
380,Highly_Fatal_And_Damaging,1912
381,Significant_Damage_And_Fatalities,1920
382,Minor_Damage_And_Injuries,1933
383,Minor_Damage_And_Injuries,1940
384,Significant_Damage_And_Serious_Injuries,1941
385,Highly_Fatal_And_Damaging,1944
386,Significant_Damage_And_Fatalities,1946
387,Significant_Damage_And_Serious_Injuries,1950
388,Minor_Damage_And_Injuries,1955
389,Minor_Damage_And_Injuries,1957
390,Minor_Damage_And_Injuries,1958
391,Minor_Damage_And_Injuries,1965
392,Minor_Damage_And_Injuries,1971
393,Highly_Fatal_And_Damaging,1974
394,Highly_Fatal_And_Damaging,1980
395,Significant_Damage_And_Fatalities,1984
396,Significant_Damage_And_Fatalities,1990
397,Highly_Fatal_And_Damaging,1991
398,Minor_Damage_And_Injuries,1994
399,Significant_Damage_And_Serious_Injuries,1997
400,Highly_Fatal_And_Damaging,2006
401,Highly_Fatal_And_Damaging,2008
402,Minor_Damage_And_Injuries,2013
403,Significant_Damage_And_Serious_Injuries,2015
404,Minor_Damage_And_Injuries,2016
405,Significant_Damage_And_Serious_Injuries,2021
406,Significant_Damage_And_Fatalities,2023
407,Minor_Damage_And_Injuries,2038
408,Significant_Damage_And_Serious_Injuries,2040
409,Minor_Damage_And_Injuries,2048
410,Significant_Damage_And_Serious_Injuries,2063
411,Minor_Damage_And_Injuries,2073
412,Minor_Damage_And_Injuries,2075
413,Highly_Fatal_And_Damaging,2081
414,Highly_Fatal_And_Damaging,2082
415,Significant_Damage_And_Serious_Injuries,2086
416,Minor_Damage_And_Injuries,2090
417,Highly_Fatal_And_Damaging,2091
418,Significant_Damage_And_Serious_Injuries,2094
419,Significant_Damage_And_Fatalities,2096
420,Highly_Fatal_And_Damaging,2097
421,Highly_Fatal_And_Damaging,2101
422,Significant_Damage_And_Serious_Injuries,2103
423,Minor_Damage_And_Injuries,2106
424,Significant_Damage_And_Fatalities,2107
425,Significant_Damage_And_Serious_Injuries,2113
426,Minor_Damage_And_Injuries,2122
427,Highly_Fatal_And_Damaging,2123
428,Minor_Damage_And_Injuries,2132
429,Minor_Damage_And_Injuries,2134
430,Significant_Damage_And_Serious_Injuries,2141
431,Minor_Damage_And_Injuries,2145
432,Significant_Damage_And_Fatalities,2147
433,Significant_Damage_And_Serious_Injuries,2149
434,Highly_Fatal_And_Damaging,2155
435,Significant_Damage_And_Serious_Injuries,2161
436,Significant_Damage_And_Serious_Injuries,2177
437,Significant_Damage_And_Fatalities,2179
438,Significant_Damage_And_Fatalities,2182
439,Significant_Damage_And_Serious_Injuries,2192
440,Significant_Damage_And_Fatalities,2195
441,Significant_Damage_And_Serious_Injuries,2196
442,Highly_Fatal_And_Damaging,2197
443,Highly_Fatal_And_Damaging,2199
444,Significant_Damage_And_Serious_Injuries,2204
445,Minor_Damage_And_Injuries,2206
446,Minor_Damage_And_Injuries,2212
447,Highly_Fatal_And_Damaging,2215
448,Significant_Damage_And_Fatalities,2217
449,Minor_Damage_And_Injuries,2220
450,Highly_Fatal_And_Damaging,2222
451,Significant_Damage_And_Serious_Injuries,2227
452,Highly_Fatal_And_Damaging,2239
453,Significant_Damage_And_Serious_Injuries,2241
454,Minor_Damage_And_Injuries,2246
455,Minor_Damage_And_Injuries,2254
456,Minor_Damage_And_Injuries,2255
457,Highly_Fatal_And_Damaging,2259
458,Highly_Fatal_And_Damaging,2263
459,Significant_Damage_And_Serious_Injuries,2264
460,Minor_Damage_And_Injuries,2269
461,Significant_Damage_And_Serious_Injuries,2281
462,Significant_Damage_And_Fatalities,2284
463,Significant_Damage_And_Fatalities,2285
464,Minor_Damage_And_Injuries,2292
465,Significant_Damage_And_Fatalities,2293
466,Highly_Fatal_And_Damaging,2299
467,Highly_Fatal_And_Damaging,2301
468,Highly_Fatal_And_Damaging,2302
469,Significant_Damage_And_Fatalities,2303
470,Significant_Damage_And_Serious_Injuries,2307
471,Significant_Damage_And_Serious_Injuries,2315
472,Significant_Damage_And_Serious_Injuries,2316
473,Significant_Damage_And_Serious_Injuries,2317
474,Highly_Fatal_And_Damaging,2320
475,Significant_Damage_And_Fatalities,2322
476,Highly_Fatal_And_Damaging,2334
477,Minor_Damage_And_Injuries,2336
478,Highly_Fatal_And_Damaging,2342
479,Significant_Damage_And_Fatalities,2343
480,Significant_Damage_And_Serious_Injuries,2349
481,Significant_Damage_And_Fatalities,2354
482,Minor_Damage_And_Injuries,2357
483,Significant_Damage_And_Fatalities,2364
484,Highly_Fatal_And_Damaging,2370
485,Significant_Damage_And_Serious_Injuries,2379
486,Significant_Damage_And_Serious_Injuries,2389
487,Highly_Fatal_And_Damaging,2400
488,Highly_Fatal_And_Damaging,2402
489,Highly_Fatal_And_Damaging,2406
490,Significant_Damage_And_Fatalities,2427
491,Significant_Damage_And_Serious_Injuries,2429
492,Highly_Fatal_And_Damaging,2435
493,Highly_Fatal_And_Damaging,2438
494,Highly_Fatal_And_Damaging,2439
495,Significant_Damage_And_Serious_Injuries,2449
496,Highly_Fatal_And_Damaging,2454
497,Significant_Damage_And_Fatalities,2455
498,Significant_Damage_And_Serious_Injuries,2462
499,Significant_Damage_And_Serious_Injuries,2471
500,Significant_Damage_And_Serious_Injuries,2472
501,Highly_Fatal_And_Damaging,2475
502,Significant_Damage_And_Serious_Injuries,2476
503,Significant_Damage_And_Serious_Injuries,2483
504,Significant_Damage_And_Fatalities,2485
505,Highly_Fatal_And_Damaging,2488
506,Highly_Fatal_And_Damaging,2492
507,Highly_Fatal_And_Damaging,2494
508,Significant_Damage_And_Serious_Injuries,2504
509,Minor_Damage_And_Injuries,2510
510,Significant_Damage_And_Serious_Injuries,2516
511,Minor_Damage_And_Injuries,2517
512,Highly_Fatal_And_Damaging,2519
513,Minor_Damage_And_Injuries,2527
514,Minor_Damage_And_Injuries,2529
515,Minor_Damage_And_Injuries,2540
516,Minor_Damage_And_Injuries,2546
517,Minor_Damage_And_Injuries,2553
518,Highly_Fatal_And_Damaging,2554
519,Highly_Fatal_And_Damaging,2558
520,Significant_Damage_And_Fatalities,2572
521,Highly_Fatal_And_Damaging,2585
522,Significant_Damage_And_Serious_Injuries,2587
523,Significant_Damage_And_Fatalities,2597
524,Minor_Damage_And_Injuries,2599
525,Highly_Fatal_And_Damaging,2600
526,Significant_Damage_And_Fatalities,2601
527,Minor_Damage_And_Injuries,2608
528,Minor_Damage_And_Injuries,2613
529,Minor_Damage_And_Injuries,2616
530,Minor_Damage_And_Injuries,2619
531,Minor_Damage_And_Injuries,2620
532,Minor_Damage_And_Injuries,2621
533,Minor_Damage_And_Injuries,2622
534,Significant_Damage_And_Serious_Injuries,2623
535,Minor_Damage_And_Injuries,2634
536,Highly_Fatal_And_Damaging,2636
537,Minor_Damage_And_Injuries,2640
538,Significant_Damage_And_Fatalities,2643
539,Highly_Fatal_And_Damaging,2646
540,Highly_Fatal_And_Damaging,2651
541,Significant_Damage_And_Serious_Injuries,2653
542,Highly_Fatal_And_Damaging,2654
543,Significant_Damage_And_Fatalities,2657
544,Significant_Damage_And_Fatalities,2658
545,Minor_Damage_And_Injuries,2664
546,Highly_Fatal_And_Damaging,2667
547,Significant_Damage_And_Serious_Injuries,2668
548,Minor_Damage_And_Injuries,2680
549,Minor_Damage_And_Injuries,2682
550,Significant_Damage_And_Serious_Injuries,2692
551,Highly_Fatal_And_Damaging,2693
552,Highly_Fatal_And_Damaging,2695
553,Significant_Damage_And_Fatalities,2697
554,Significant_Damage_And_Fatalities,2698
555,Minor_Damage_And_Injuries,2703
556,Significant_Damage_And_Serious_Injuries,2718
557,Highly_Fatal_And_Damaging,2728
558,Highly_Fatal_And_Damaging,2729
559,Significant_Damage_And_Serious_Injuries,2736
560,Minor_Damage_And_Injuries,2737
561,Significant_Damage_And_Serious_Injuries,2738
562,Highly_Fatal_And_Damaging,2739
563,Minor_Damage_And_Injuries,2746
564,Highly_Fatal_And_Damaging,2750
565,Significant_Damage_And_Serious_Injuries,2755
566,Significant_Damage_And_Fatalities,2764
567,Highly_Fatal_And_Damaging,2767
568,Significant_Damage_And_Fatalities,2769
569,Significant_Damage_And_Serious_Injuries,2772
570,Significant_Damage_And_Fatalities,2777
571,Significant_Damage_And_Fatalities,2778
572,Highly_Fatal_And_Damaging,2779
573,Significant_Damage_And_Fatalities,2780
574,Significant_Damage_And_Serious_Injuries,2785
575,Significant_Damage_And_Serious_Injuries,2793
576,Significant_Damage_And_Fatalities,2801
577,Significant_Damage_And_Serious_Injuries,2814
578,Highly_Fatal_And_Damaging,2821
579,Highly_Fatal_And_Damaging,2828
580,Minor_Damage_And_Injuries,2834
581,Minor_Damage_And_Injuries,2844
582,Significant_Damage_And_Serious_Injuries,2848
583,Highly_Fatal_And_Damaging,2850
584,Highly_Fatal_And_Damaging,2852
585,Highly_Fatal_And_Damaging,2860
586,Significant_Damage_And_Serious_Injuries,2861
587,Highly_Fatal_And_Damaging,2864
588,Highly_Fatal_And_Damaging,2868
589,Highly_Fatal_And_Damaging,2886
590,Significant_Damage_And_Serious_Injuries,2887
591,Minor_Damage_And_Injuries,2890
592,Significant_Damage_And_Serious_Injuries,2892
593,Minor_Damage_And_Injuries,2907
594,Significant_Damage_And_Serious_Injuries,2908
595,Minor_Damage_And_Injuries,2909
596,Minor_Damage_And_Injuries,2914
597,Minor_Damage_And_Injuries,2917
598,Highly_Fatal_And_Damaging,2923
599,Significant_Damage_And_Fatalities,2924
600,Highly_Fatal_And_Damaging,2934
601,Significant_Damage_And_Serious_Injuries,2937
602,Significant_Damage_And_Serious_Injuries,2945
603,Significant_Damage_And_Serious_Injuries,2948
604,Minor_Damage_And_Injuries,2950
605,Significant_Damage_And_Serious_Injuries,2953
606,Highly_Fatal_And_Damaging,2955
607,Significant_Damage_And_Serious_Injuries,2959
608,Significant_Damage_And_Serious_Injuries,2971
609,Significant_Damage_And_Serious_Injuries,2974
610,Highly_Fatal_And_Damaging,2987
611,Significant_Damage_And_Fatalities,2994
612,Minor_Damage_And_Injuries,2995
613,Minor_Damage_And_Injuries,3003
614,Highly_Fatal_And_Damaging,3013
615,Significant_Damage_And_Fatalities,3014
616,Minor_Damage_And_Injuries,3015
617,Highly_Fatal_And_Damaging,3028
618,Significant_Damage_And_Serious_Injuries,3041
619,Highly_Fatal_And_Damaging,3053
620,Significant_Damage_And_Serious_Injuries,3057
621,Significant_Damage_And_Fatalities,3059
622,Highly_Fatal_And_Damaging,3060
623,Highly_Fatal_And_Damaging,3069
624,Minor_Damage_And_Injuries,3071
625,Minor_Damage_And_Injuries,3072
626,Significant_Damage_And_Fatalities,3082
627,Highly_Fatal_And_Damaging,3084
628,Minor_Damage_And_Injuries,3086
629,Significant_Damage_And_Serious_Injuries,3098
630,Significant_Damage_And_Serious_Injuries,3100
631,Significant_Damage_And_Fatalities,3102
632,Minor_Damage_And_Injuries,3110
633,Highly_Fatal_And_Damaging,3111
634,Minor_Damage_And_Injuries,3118
635,Minor_Damage_And_Injuries,3119
636,Significant_Damage_And_Fatalities,3125
637,Highly_Fatal_And_Damaging,3133
638,Minor_Damage_And_Injuries,3136
639,Significant_Damage_And_Fatalities,3141
640,Minor_Damage_And_Injuries,3149
641,Minor_Damage_And_Injuries,3150
642,Significant_Damage_And_Fatalities,3155
643,Significant_Damage_And_Fatalities,3156
644,Significant_Damage_And_Serious_Injuries,3160
645,Minor_Damage_And_Injuries,3163
646,Highly_Fatal_And_Damaging,3175
647,Highly_Fatal_And_Damaging,3180
648,Significant_Damage_And_Fatalities,3188
649,Highly_Fatal_And_Damaging,3192
650,Significant_Damage_And_Serious_Injuries,3193
651,Minor_Damage_And_Injuries,3197
652,Minor_Damage_And_Injuries,3201
653,Highly_Fatal_And_Damaging,3204
654,Highly_Fatal_And_Damaging,3206
655,Minor_Damage_And_Injuries,3210
656,Significant_Damage_And_Fatalities,3212
657,Highly_Fatal_And_Damaging,3216
658,Highly_Fatal_And_Damaging,3239
659,Minor_Damage_And_Injuries,3240
660,Minor_Damage_And_Injuries,3246
